Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
1120,Ciara O'Rourke,"Kid Rock posted “Zelensky just bought his parents an $8,000,000 villa, complete with a salt water pool & 3 brand new vehicles.”",Viral image,"October 17, 2022",FALSE,FAKE,0,FAKE,
1121,Michael Majchrowicz,Seattle authorities are investigating a string of serial killings.,Instagram posts,"October 17, 2022",FALSE,FAKE,0,FAKE,
1122,Louis Jacobson,“Black women are 3 to 4 times more likely to die (from maternal mortality) even when they have the insurance and the income.”,Raphael Warnock,"October 17, 2022",mostly-true,REAL,1,,REAL
1123,Amy Sherman,"In Texas, a person can register a dead relative to vote and then cast a mail ballot in their name.",Facebook posts,"October 17, 2022",barely-true,FAKE,0,FAKE,
1124,Maria Ramirez,"""Ministros de Defensa de OTAN deciden invadir a RUSIA para prevenir ataque de Putin”.",Facebook posts,"• October 17,",FALSE,FAKE,0,FAKE,
1125,Chad Bradley,Federal aid to tribal governments is “foreign aid.”,Nick Myers,"October 17, 2022",pants-fire,FAKE,0,FAKE,
1126,Madeline Heim,Says “Tim Michels wants to defund public education — calling it ‘the definition of insanity’ to continue to fund public schools.”,Tony Evers,"October 17, 2022",barely-true,FAKE,0,FAKE,
1127,Amy Sherman,The Electronic Registration Information Center is “a system that’s funded by George Soros.”,Mark Finchem,"October 17, 2022",FALSE,FAKE,0,FAKE,
1128,Michael Majchrowicz,"If a sealed bag of raw poultry appears “puffy,” it means the protein is not safe to consume.",Facebook posts,"October 14, 2022",FALSE,FAKE,0,FAKE,
1129,Maria Ramirez,"As attorney general, Catherine Cortez Masto “opposed tougher laws on methamphetamine dealers.”",Club for Growth,"• October 14,",barely-true,FAKE,0,FAKE,
1130,Ciara O'Rourke,Video shows gunfire in Venezuela.,Instagram posts,"October 14, 2022",FALSE,FAKE,0,FAKE,
1131,Ciara O'Rourke,“Trump woken up from his bed by police.”,Facebook posts,"October 14, 2022",FALSE,FAKE,0,FAKE,
1132,Jeff Cercone,Pfizer executive “admits” vaccine was never tested for preventing transmission.,Instagram posts,"October 13, 2022",FALSE,FAKE,0,FAKE,
1133,Ciara O'Rourke,“Kamala Harris resigns in shock after Biden’s ‘mandatory’ border trip…Trump jails ‘corrupt’ VP.”,Facebook posts,"October 13, 2022",pants-fire,FAKE,0,FAKE,
1134,Andy Nguyen,“Premature babies are at a much higher risk of injury from immunizations than full-term babies.”,Instagram posts,"October 13, 2022",FALSE,FAKE,0,FAKE,
1135,Ciara O'Rourke,The government is giving every household a $500 Walmart shopping credit to help with inflation.,Facebook posts,"October 13, 2022",pants-fire,FAKE,0,FAKE,
1136,Louis Jacobson,"The Biden administration has “created” more than double the number of jobs per month, on average, than any other administration going back to George H.W. Bush.",Joe Biden,"October 13, 2022",half-true,REAL,1,,REAL
1137,Amy Sherman,“I don’t care for mail-in voting. That’s why I go to the polls.”,Mark Finchem,"October 13, 2022",full-flop,FAKE,0,FAKE,
1138,Courtney Clingan,“Overdoses reached an all-time high in 2021.”,West Virginia Republican Party,"October 13, 2022",TRUE,REAL,1,,REAL
1139,Ciara O'Rourke,Donald Trump’s “rally just got shut down after no one shows up.”,Facebook posts,"October 13, 2022",FALSE,FAKE,0,FAKE,
1140,Kristin Hugo,"""In Germany, millions of solar panels are blanketed in snow and 30,000 wind turbines are sitting idle because there’s no wind.”",Instagram posts,"October 12, 2022",FALSE,FAKE,0,FAKE,
1141,Tom Kertscher,Says Adam Laxalt said it is “good news” that “a lot of those Hispanic small businesses never reopened” after the pandemic.,Catherine Cortez Masto,"October 12, 2022",FALSE,FAKE,0,FAKE,
1142,Jon Greenberg,Kari Lake has “gone on the record saying she supports Arizona's complete abortion ban. She's called it a great law.”,Katie Hobbs,"October 12, 2022",mostly-true,REAL,1,,REAL
1143,Ciara O'Rourke,“Merrick Garland catches Trump planning to flee.”,Facebook posts,"October 12, 2022",FALSE,FAKE,0,FAKE,
1144,Michael Majchrowicz,North Korea has taken military action against Russia.,Facebook posts,"October 12, 2022",pants-fire,FAKE,0,FAKE,
1145,Michael Majchrowicz,A study showed mRNA COVID-19 vaccines are harmful to infants who are breastfeeding.,Instagram posts,"October 12, 2022",barely-true,FAKE,0,FAKE,
1146,Jon Greenberg,“Katie Hobbs voted for allowing a baby who survives an abortion — that the hospital would refuse medical care and allow the baby to die on a cold metal tray.”,Kari Lake,"October 12, 2022",barely-true,FAKE,0,FAKE,
1147,Louis Jacobson,“Tim Ryan when he ran for president two years ago … supported banning fracking both on public lands and generally speaking.”,J.D. Vance,"October 11, 2022",half-true,REAL,1,,REAL
1148,Jeff Cercone,"The ""Department of Homeland Security and the State Department coordinated with a group called the ‘Election Integrity Partnership’ to censor Joe Biden’s opponents.”",Instagram posts,"October 11, 2022",FALSE,FAKE,0,FAKE,
1149,Ciara O'Rourke,"There’s “evidence of a massive transfer of completed, curated ballots” that are fraudulent in the 2022 election.",Facebook posts,"October 11, 2022",FALSE,FAKE,0,FAKE,
1150,Yacob Reyes,"U.S. Sen. Marco Rubio ""has denied climate change.""",Val Demings,"October 11, 2022",half-true,REAL,1,,REAL
1151,Luiz Romero,"The Great Reset advocates replacing capitalism with an economic system that is “kind of socialism, kind of communism” but “mostly just fascism.”",Liz Wheeler,"October 11, 2022",FALSE,FAKE,0,FAKE,
1152,Warren Fiske,On House Minority Leader Kevin McCarthy.,Yesli Vega,"October 11, 2022",full-flop,FAKE,0,FAKE,
1153,Andy Nguyen,"Parasite cleanses ""kill herpes by starving the parasites in the stomach.""",Facebook posts,"October 10, 2022",pants-fire,FAKE,0,FAKE,
1154,Tom Kertscher,Adam Laxalt “would let Nevada and other states ban abortion with zero exceptions.”,Democratic Senatorial Campaign Committee,"October 10, 2022",half-true,REAL,1,,REAL
1155,Amy Sherman,“President Trump and I lost an election in 2020 because of a rigged election.”,Jim Marchant,"October 10, 2022",pants-fire,FAKE,0,FAKE,
1156,Kristin Hugo,"""55,000 years ago the world was 2 degrees warmer Celsius than it is today.”",Facebook posts,"October 10, 2022",FALSE,FAKE,0,FAKE,
1157,Paul Specht,"Wiley Nickel supports “abortion all the way up until the point of birth, even post-birth.”",Bo Hines,"October 10, 2022",FALSE,FAKE,0,FAKE,
1158,Andy Nguyen,California’s Senate Bill 107 means “your child can now be taken from your custody if you do not affirm gender-reassignment surgery.”,Facebook posts,"October 10, 2022",FALSE,FAKE,0,FAKE,
1159,Sara Swann,"“Donald Trump is back on Twitter,” thanks to Elon Musk.",Facebook posts,"October 10, 2022",FALSE,FAKE,0,FAKE,
1160,D.L. Davis,"""To call what happened on January 6 an armed insurrection, I just think is not accurate.""",Ron Johnson,"October 10, 2022",pants-fire,FAKE,0,FAKE,
1161,Andy Nguyen,“Norway readies its military to counter Biden.”,Facebook posts,"October 7, 2022",FALSE,FAKE,0,FAKE,
1162,Gabrielle Settles,The Jan. 6 hearing “was abruptly canceled after it was revealed that news networks would not be showing it.”,Facebook posts,"October 7, 2022",FALSE,FAKE,0,FAKE,
1163,Michael Majchrowicz,"COVID was ""so bad one year, they just forgot to give us a hurricane? What’s really going on here.”",Instagram posts,"October 7, 2022",pants-fire,FAKE,0,FAKE,
1164,Amy Sherman,On supporting student debt relief.,Tim Ryan,"October 7, 2022",half-flip,FAKE,0,FAKE,
1165,Vanessa Swales,Says Tony Evers is “a career politician.”,Tim Michels,"October 7, 2022",barely-true,FAKE,0,FAKE,
1166,Gabrielle Settles,"""$12 billion more for Ukraine on top of $100+ billion while Jackson, Mississippi has yet to receive any funding to fix their water infrastructure.""",Instagram posts,"October 6, 2022",barely-true,FAKE,0,FAKE,
1167,Ciara O'Rourke,Buzz Aldrin admitted that the moon landing “didn’t happen.”,Viral image,"October 6, 2022",FALSE,FAKE,0,FAKE,
1168,Ciara O'Rourke,Judge Aileen Cannon “loses her license.”,Facebook posts,"October 6, 2022",FALSE,FAKE,0,FAKE,
1169,Laura Schulte,Says Mandela Barnes “supported a 20% increase in the gas tax.”,Ron Johnson,"October 6, 2022",half-true,REAL,1,,REAL
1170,Ciara O'Rourke,“The Obama Foundation stored classified documents in an abandoned furniture warehouse.”,Facebook posts,"October 6, 2022",pants-fire,FAKE,0,FAKE,
1171,Ciara O'Rourke,Antony Blinken “confesses that Biden” is responsible for the Nord Stream pipeline leaks.,Facebook posts,"October 6, 2022",FALSE,FAKE,0,FAKE,
1172,Ciara O'Rourke,Aileen Cannon has been arrested.,Facebook posts,"October 6, 2022",pants-fire,FAKE,0,FAKE,
1173,Jeff Cercone,"""Defibrillators are being installed all over” the U.K. after a child’s death, which may be “why the UK suddenly stopped” COVID-19 vaccination for children under 11 years old.",Instagram posts,"October 5, 2022",FALSE,FAKE,0,FAKE,
1174,Tom Kertscher,"Val Demings ""voted to allow transgender youth sports and teaching radical gender identity without parental consent.""",Marco Rubio,"October 5, 2022",half-true,REAL,1,,REAL
1175,Ciara O'Rourke,“Dr. Oz wins seat.”,Facebook posts,"October 5, 2022",pants-fire,FAKE,0,FAKE,
1176,Michael Majchrowicz,Pennsylvania Senate candidate John Fetterman’s tattoo references ‘heroin use’ and the Crips,Newt Gingrich,"October 5, 2022",barely-true,FAKE,0,FAKE,
1177,Ciara O'Rourke,George W. Bush was photographed talking into the wrong end of a phone.,Viral image,"October 5, 2022",FALSE,FAKE,0,FAKE,
1178,Ciara O'Rourke,The COVID-19 vaccine caused J.J. Watt’s atrial fibrillation.,Viral image,"October 5, 2022",FALSE,FAKE,0,FAKE,
1179,Liam Halawith,"“Iowans are paying $5,000 extra for everyday goods under Biden and Axne’s inflation.”",Zach Nunn,"October 5, 2022",half-true,REAL,1,,REAL
1180,Warren Fiske,"“In 2016, Democrats suggested that the election was stolen.”",Glenn Youngkin,"October 5, 2022",half-true,REAL,1,,REAL
1181,Paul Specht,Ted Budd “helped write legislation to outlaw abortion nationwide with no exceptions for rape or incest — a law that could even put doctors in jail.”,EMILY's List,"October 5, 2022",half-true,REAL,1,,REAL
1182,Tom Kertscher,"Herschel Walker misled about “personally treating 4,500 veterans per year,” about “graduating from college” and about “working in law enforcement.”",Democratic Senatorial Campaign Committee,"October 4, 2022",TRUE,REAL,1,,REAL
1183,Jill Terreri,2018 interview shows Bill Gates has changed his position on clean energy,Facebook posts,"• October 4,",FALSE,FAKE,0,FAKE,
1184,Jon Greenberg,“I voted with Trump on trade.”,Tim Ryan,"October 4, 2022",mostly-true,REAL,1,,REAL
1185,Ciara O'Rourke,Video shows Rand Paul telling Nancy Pelosi “she’s a traitor.”,Facebook posts,"October 4, 2022",FALSE,FAKE,0,FAKE,
1186,Yacob Reyes,"Lee County, Florida, wasn't ""even in the cone"" of Hurricane Ian 72 hours before landfall.",Ron DeSantis,"October 4, 2022",barely-true,FAKE,0,FAKE,
1187,Ciara O'Rourke,A 1956 video warned about COVID-19.,Viral image,"October 4, 2022",FALSE,FAKE,0,FAKE,
1188,Amy Sherman,Tim Ryan said “I do love” Nancy Pelosi and votes with Joe Biden and Pelosi 100%.,J.D. Vance,"October 4, 2022",half-true,REAL,1,,REAL
1189,Madeline Heim,"Says Mandela Barnes supports killing “preemies” – “infants born prior to 37 weeks of pregnancy""",Restoration PAC,"October 4, 2022",pants-fire,FAKE,0,FAKE,
1190,Gabrielle Settles,"""Florida schools (were) still open during the start of the hurricane.""",Instagram posts,"October 3, 2022",FALSE,FAKE,0,FAKE,
1191,Ciara O'Rourke,"Joe Biden said of Jill Biden, “She was 12, I was 30.”",Viral image,"October 3, 2022",FALSE,FAKE,0,FAKE,
1192,Jeff Cercone,"Kamala Harris said about Hurricane Ian that “if you have a different skin color, you're going to get relief faster.”",Rick Scott,"October 3, 2022",FALSE,FAKE,0,FAKE,
1193,Ciara O'Rourke,"A Stockton, California, council member said “there’s a serial killer in Stockton.”",Viral image,"October 3, 2022",FALSE,FAKE,0,FAKE,
1194,Megan Bevins,“More fentanyl has crossed the border in the last two months under Biden than in 2019 under Trump.”,West Virginia Republican Party,"October 3, 2022",mostly-true,REAL,1,,REAL
1195,Maxwell Bruce,"“There have now been 16 straight months of OVER 150,000 illegal border crossings.”",Alex Mooney,"October 3, 2022",mostly-true,REAL,1,,REAL
1196,Gabrielle Settles,Hurricane Ian was orchestrated as part of a pandemic-related conspiracy to devastate Floridians.,Instagram posts,"September 30, 2022",pants-fire,FAKE,0,FAKE,
1197,Madison Czopek,“There are giant human caucasian skeletons in Ohio that predate any known civilizations.”,Instagram posts,"September 30, 2022",FALSE,FAKE,0,FAKE,
1198,Louis Jacobson,"Raphael Warnock ""called police thugs, then cut their funding.""",Herschel Walker,"September 30, 2022",barely-true,FAKE,0,FAKE,
1199,Michael Majchrowicz,“CDC says 60% of Americans have parasites.”,Instagram posts,"September 30, 2022",FALSE,FAKE,0,FAKE,
1200,Michael Majchrowicz,President Joe Biden admitted having an inappropriate relationship with a minor.,Facebook posts,"September 30, 2022",FALSE,FAKE,0,FAKE,
1201,Amy Sherman,Sen. Marco Rubio and U.S. Rep. Ron DeSantis “voted against aid for Hurricane Sandy.”,Yuh-Line Niou,"September 30, 2022",mostly-true,REAL,1,,REAL
1202,Andy Nguyen,“The Russian army has surrendered in Donetsk!”,Facebook posts,"September 30, 2022",FALSE,FAKE,0,FAKE,
1203,Renee Romo,Mark Finchem “wants to strip Arizona’s citizens of their capacity to vote by mail.”,Adrian Fontes,"September 30, 2022",mostly-true,REAL,1,,REAL
1204,Jeff Cercone,"“America now has a government that forbids border agents from using deadly force, but is training IRS agents to use SWAT-team tactics on law-abiding citizens.”",Instagram posts,"September 30, 2022",FALSE,FAKE,0,FAKE,
1205,D.L. Davis,"""Ron Johnson has voted against funding for law enforcement and recently opposed a plan to recruit and train new officers """,Mandela Barnes,"September 30, 2022",FALSE,FAKE,0,FAKE,
1206,Madison Czopek,Michigan’s Proposal 2 “will permanently put in the Constitution that you never have to show an ID to vote ever again.”,Ted Nugent,"September 30, 2022",barely-true,FAKE,0,FAKE,
1207,Gabrielle Settles,Father danced for his daughter at her grave after she was killed during recent protests in Iran.,Instagram posts,"September 29, 2022",FALSE,FAKE,0,FAKE,
1208,Andy Nguyen,"“North Korea sent more than 100,000 troops to Russia for the Ukraine War!”",Facebook posts,"September 29, 2022",FALSE,FAKE,0,FAKE,
1209,Louis Jacobson,"Sen. Raphael Warnock ""voted with Biden to slash Medicare spending.”",National Republican Senatorial Committee,"September 29, 2022",FALSE,FAKE,0,FAKE,
1210,Gabrielle Settles,"""Walrus seen on Florida streets after Hurricane Ian hits land.""",Instagram posts,"September 29, 2022",pants-fire,FAKE,0,FAKE,
1211,Yacob Reyes,"""The true meaning of Hurricane,"" or Her-ricane, is the spirit of ""the African woman who has been stolen.""",Facebook posts,"September 29, 2022",FALSE,FAKE,0,FAKE,
1212,Gabrielle Settles,“All weather is artificially controlled.”,Instagram posts,"September 29, 2022",pants-fire,FAKE,0,FAKE,
